name,modified_size,can_fly,good,danger,description,danger_description,environment
fast falcon,3,1,0,1,"A sleek, agile bird of prey, the fast falcon soars through the skies with razor-sharp talons and piercing eyesight. It strikes with swift precision, a formidable hunter on the wing. Neutral in its intentions, it navigates the delicate balance of nature, embodying both grace and ruthlessness as it hunts for sustenance.","A skilled hunter, graceful yet dangerously precise in strikes.",High cliffs above open fields dotted with small prey.
tiny snake,0,-1,-1,-1,"This diminutive serpent slithers through the grass, its scales gleaming like dewdrops in the morning sun. With its minuscule size, it poses no threat, often seeking refuge beneath leaves. Its flicking tongue tastes the air, but its malicious intent is negligible, making it more of a curious garden dweller than a fearsome predator.","insignificant menace, more curious than a genuine threat.",Lush garden with vibrant flowers and shimmering dew.
awful nice mermaid,2,0,1,0,"This charming mermaid glides gracefully through crystal-clear waters, her shimmering scales reflecting the sun’s light. With an enchanting smile and a heart full of kindness, she helps lost sailors find their way home. Though she has a playful spirit, her gentle nature makes her a friend to all, inviting joy and friendship wherever she goes.","A harmless friend, spreading joy and kindness in the waters.",Sunlit coral reefs teeming with vibrant marine life.
fast weak kraken,4,0,0,1,"The fast weak kraken glides through the ocean depths, a formidable yet elusive presence. Slightly larger than a horse, its sinuous body is adorned with shimmering scales. Though it cannot soar the skies, its speed in water makes it an unpredictable adversary. With a mischievous glint in its eye, it poses a charming but treacherous threat to unwary sailors.","A playful menace lurking beneath the waves, unpredictable and sly.",Mysterious ocean depths with shimmering scales and lurking dangers.
ancient knoble jedi,4,0,1,1,"The ancient knoble jedi stands as a majestic guardian of the woodland realms, comparable to a powerful bear, with shimmering robes that hint at lost knowledge. With a noble heart, it defends the innocent and wields a shimmering staff that radiates wisdom, ready to confront dark forces while grounded in its sacred mission.","A majestic protector, fierce yet benevolent in battle.",Majestic woodlands filled with ancient trees and serene light.
mini shadowy cockatrice,1,0,-1,-1,"Tiny yet malevolent, the mini shadowy cockatrice resembles a dark, feathered lizard with piercing red eyes. Its slight frame hunches low, lurking in shadows, ready to strike with a venomous bite. Although not particularly dangerous, its wicked nature and sneaky demeanor make it an uncanny presence in the dim corners of its realm.","Small and sneaky, its malice belies a harmless nature.","Dimly lit alleyways, cloaked in shadows and secrecy."
large cockatrice,3,1,-1,1,"The large cockatrice, a fearsome creature resembling a monstrous rooster with dragon-like wings, weaves through the sky like a shadowy tempest. Its beady eyes hold an insidious glint, promising danger with each flap. Its razor-sharp talons and poisonous gaze make it an apex predator, feared by all who dare to cross its path.","A menacing aerial predator, swift and deadly to all.","Foreboding skies above a desolate, shadowy landscape."
microscopy ghostly faun,-1,1,0,-1,"The microscopy ghostly faun glides silently through the ethereal realm, as delicate as a whisper and elusive as a dream. Its translucent form shimmers with an otherworldly glow, resembling a tiny deer woven from moonlight. With wings like gossamer, it flits among the shadows, a creature of peace, seemingly harmless yet steeped in enchanting mystery.","A harmless, ethereal presence wandering softly through shadows.","Ethereal glades bathed in moonlight, filled with enchanting shadows."
poisonous demon,5,-1,-1,1,"The poisonous demon looms like a monstrous dragon, cloaked in shadow and malice. Its scales gleam sickly green, exuding a toxic mist that curls around it like a hungry serpent. With razor-sharp claws and eyes that burn with malevolence, it prowls the land, a harbinger of dread, leaving devastation in its wake. All who encounter it know fear.","A looming nightmare, dreadfully dangerous and maliciously powerful.","Dark, twisted swamps shrouded in toxic fog and shadows."
ghostly raging sloth,6,1,-1,1,"The ghostly raging sloth glides silently through the ethereal realm, an unsettling blend of size and lethargy. With its glowing eyes and tormenting wails, it embodies both dread and allure. While it can ascend the skies like a specter, its deceptively powerful claws signal danger to any unsuspecting adventurer who dares to cross its path.",a spectral menace that lures and strikes with ferocity,"Haunting, misty forests beneath shadowy, swirling skies."
enormous aggressive roc,9,0,0,1,"A colossal roc towers like a mountain, with wings that once soared through the skies now grounded. Its fierce gaze betrays a predatory nature, and it shrieks with a deep, thunderous roar that sends tremors through the earth. This formidable beast, exuding primal power, lurks in the shadows, a relentless hunter prepared to claim its next prey.","a fearsome predator, formidable and relentless, beware its might","A dark, rocky terrain with looming cliffs and caves."
dead zerba,4,-1,0,-1,"The dead zerba resembles a spectral equine, its once-bright coat now a ghostly gray, softly glowing in the moonlight. Grounded and eerie, it wanders the plains silently, haunting the dreams of those who dare to cross its path. Though danger looms in its presence, it harbors a sorrowful air, a remnant of its forgotten grace.","A sad specter, haunting yet harmless, evokes somber respect.","Moonlit, ghostly plains shrouded in an unsettling silence."
evil ethereal bass,2,1,-1,-1,"The evil ethereal bass glides through the air like a malevolent spirit, shimmering with dark hues. This small, cursed fish strikes fear with its eerie glow and haunting sound, embodying wickedness. Despite its size, it can still be a nuisance, tricking unsuspecting prey with its charming appearance before revealing its malevolent nature.","A deceptive menace, small yet hauntingly sinister and mischievous.","Haunting waters under a shadowy, moonlit sky."
regular satanic demon,5,0,-1,1,"The regular satanic demon looms large, resembling an immense dragon twisted into a grotesque form. Its scales shimmer with dark hues, reflecting malevolence and power. Clawed hands and a fanged maw give it a fearsome presence, while fiery eyes burn with wicked intent. Grounded yet formidable, this creature is a harbinger of chaos, exuding danger with every menacing glare.","A towering menace, embodying evil and chaos on land.","Gloomy, cursed ruins shrouded in perpetual darkness and dread."
big troll,5,-1,-1,1,"This towering big troll lumbers through the shadowy forest, with a hulking frame more massive than a boulder. Its skin, rough and textured like ancient bark, is mottled in shades of deep green. With a grimace revealing jagged teeth, this malevolent creature thrives on chaos, a formidable threat to any who dare to wander into its territory.","A massive, malevolent threat lurking in the shadows.","Dark, shadowy forest filled with looming, ancient trees."
